date,textArea,nonTextArea,maxLevel,averageLevel,numOfLeaves,numOf1stLevelNodes,numOf2ndLevelNodes,numOf3rdLevelNodes,percentageOfLeafArea,percentageOfLeafArea2,numOfTextGroulp,numOfImageArea,colorFulnessmethod1,Complexity
20040917,0,280441,11,9.437373053486798,1477,1,2,5,28.9001216018467,29.261373121869784,138,22,122.69599005467599,16.697157527843828
20040921,0,253931,11,9.155913978494624,1116,1,2,5,32.31907852870052,32.72306701030928,112,23,117.3063248306779,13.599598538906532
20040922,0,253931,11,9.155913978494624,1116,1,2,5,32.31907852870052,32.72306701030928,112,23,117.3063248306779,13.599598538906532
20040923,0,256481,11,9.155913978494624,1116,1,2,5,32.64362988417971,33.05167525773196,112,23,120.84924268666059,13.600141531199023
20041008,0,313777,11,9.438427299703264,1348,1,2,5,25.65423922819066,26.007426501670135,118,34,127.06750276118306,15.692788970535718
20041023,0,318112,11,9.438427299703264,1348,1,2,5,26.00866650314774,26.366733251000838,118,34,126.27153836142209,15.69436679996103
20041027,0,381757,11,9.123629719853836,1642,1,2,5,27.195899496341887,27.60486039102372,134,26,125.66673708471374,17.554990669989085
20041107,0,340112,11,9.578459343794579,1402,1,2,5,30.49319956606328,30.87436456063907,133,26,125.40869850473172,16.307171686580634
20041117,0,337472,11,9.51104775481112,1403,1,2,5,30.25650680939957,30.634713144517065,133,26,123.12957492306847,16.31180568699857
20041119,0,256317,11,9.431798436142484,1151,1,2,5,30.165942873283196,30.543017159199238,111,25,122.58041231494038,13.834108198404776
20041123,0,256062,11,9.431798436142484,1151,1,2,5,30.13593192811496,30.512631077216398,111,25,123.1884405001552,13.833449652115771
20041211,0,309578,11,8.44,1250,1,3,8,28.998107870136195,29.360584218512898,130,22,135.5400445165562,15.195971083648967
20041212,0,313403,11,8.44,1250,1,3,8,29.356394836920888,29.7233497723824,130,22,136.9502947941743,15.197830723662392
20041214,0,333003,11,9.639004149377593,1205,1,2,5,31.454844285754767,31.848029839326703,124,24,130.16826858544852,14.750152107080645
20041217,0,333003,11,9.639004149377593,1205,1,2,5,31.454844285754767,31.848029839326703,124,24,130.16826858544852,14.750152107080645
20041218,0,329598,11,9.560530679933665,1206,1,2,5,31.13321431607583,31.52237949502678,124,24,130.99587539830904,14.754317978838642
20041224,0,325263,11,9.560530679933665,1206,1,2,5,30.723738275383266,31.107785003825555,124,24,130.27714435881614,14.752957228096504
20050101,0,329598,11,9.560530679933665,1206,1,2,5,31.13321431607583,31.52237949502678,124,24,130.99587539830904,14.754317978838642
20050111,0,346034,11,9.812095032397409,1389,1,3,7,32.38836005578487,32.793214556482184,118,36,125.68764254080004,16.027750889778336
20050206,0,355647,11,9.788742690058479,1368,1,2,5,31.656118988491013,32.05182047584715,119,25,123.98821368339786,15.358981863897712
20050207,0,355647,11,9.788742690058479,1368,1,2,5,31.656118988491013,32.05182047584715,119,25,123.98821368339786,15.358981863897712
20050208,0,339645,11,9.792,1375,1,2,5,30.231781890037116,30.60967916366258,121,25,126.04153607794092,15.498062625210936
20050209,0,355647,11,9.788742690058479,1368,1,2,5,31.656118988491013,32.05182047584715,119,25,123.98821368339786,15.358981863897712
20050210,0,354882,11,9.788742690058479,1368,1,2,5,31.588026382546932,31.982876712328768,119,25,126.99404619872941,15.358556425349926
20050211,0,339645,11,9.792,1375,1,2,5,30.231781890037116,30.60967916366258,121,25,126.04153607794092,15.498062625210936
20050212,0,350547,11,9.788742690058479,1368,1,2,5,31.20216828219712,31.592195385724587,119,25,126.23500634618522,15.357265844292757
20050213,0,339645,11,9.792,1375,1,2,5,30.231781890037116,30.60967916366258,121,25,126.04153607794092,15.498062625210936
20050215,0,336185,11,9.564676616915422,1206,1,2,5,31.04287284042956,31.43090875093493,122,30,129.4254230317445,14.998714531784978
20050216,0,369170,11,9.569935691318328,1244,1,3,7,34.08866358255538,34.514771877337324,130,35,124.73800454012621,15.881848558108873
20050217,0,369935,11,9.569935691318328,1244,1,3,7,34.15930265843006,34.586293941660436,130,35,123.31480680555036,15.881850230928807
20050223,0,395279,11,9.497619047619047,1260,1,2,5,37.1666995759405,37.63128332063975,124,35,118.92101189241956,15.65181950919475
20050304,0,388149,11,9.11021897810219,1370,1,4,9,35.94870939957212,36.39806826706677,138,31,121.13041173197337,16.70353049689355
20050309,0,370534,11,9.19949494949495,1188,1,3,7,34.62902215867141,35.06188493565481,118,36,118.4533389486713,15.030286025438512
20050315,0,370279,11,9.19949494949495,1188,1,3,7,34.60519060569528,35.03775548826646,118,36,118.96266962314051,15.029761954781787
20050321,0,405025,11,9.248763250883393,1415,1,3,7,35.46318185798091,35.906471631205676,137,32,120.40748343522768,16.928981593108706
20050330,0,388897,11,9.27843137254902,1275,1,3,7,35.251083192835516,35.69172173274596,128,32,118.63949976070622,15.759217805265617
20050406,0,338579,11,9.371326803205699,1123,1,3,7,34.318453647955565,34.74743431855501,112,28,120.23055107525283,13.931377320144122
20050410,0,332643,11,9.371326803205699,1123,1,3,7,33.716779176549295,34.13823891625616,112,28,117.79751621497414,13.928642699661326
20050412,0,323342,11,9.377876106194691,1130,1,3,7,32.774027448356954,33.183702791461414,114,28,119.05247390909753,14.070950319539348
20050414,0,334754,11,9.371326803205699,1123,1,3,7,33.93075067404569,34.354885057471265,112,28,118.11675476721057,13.929328788613835
20050420,0,317584,11,9.227488151658768,1055,1,2,5,33.59717329440266,34.01713796058269,120,25,116.54006725158493,13.838110468638542
20050426,0,292305,11,8.969574036511156,986,1,3,7,32.42321386975475,32.828504043126685,113,25,113.91412096781389,13.11474501162042
20050428,0,292560,11,8.969574036511156,986,1,3,7,32.451499118165785,32.857142857142854,113,25,113.2782205602025,13.115364005994552
20050505,0,255439,11,8.72635135135135,1184,1,4,9,28.13173863723968,28.483385370205173,128,27,114.1881845049149,14.974998455023172
20050511,0,274081,11,8.795918367346939,1176,1,4,9,30.184799726875255,30.562109723461194,126,27,114.43949849753378,14.831363796322767
20050513,0,199419,11,8.424908424908425,546,1,3,6,36.49688872620791,39.37973933649289,80,7,107.56712645309912,8.21109609498154
20050515,0,174008,11,8.594690265486726,565,1,3,6,31.84626647144949,34.47068145800317,85,6,107.0267624706504,8.50718619479824
20050523,0,202757,11,8.109540636042404,566,1,3,6,37.492048816568044,40.486621405750796,81,6,106.61288210936677,8.314264584084174
20050525,0,185532,11,8.2,575,1,3,5,34.30695266272189,37.04712460063898,85,6,99.84292645822154,8.541199290542515
20050527,0,206739,11,8.195402298850574,609,1,3,6,36.55215700141443,39.33390410958904,87,8,105.43706022014712,8.943758106885802
20050529,0,206739,11,8.195402298850574,609,1,3,6,36.55215700141443,39.33390410958904,87,8,105.43706022014712,8.943758106885802
20050531,0,207431,11,8.210526315789474,608,1,3,6,36.67450495049505,39.46556316590563,89,7,105.41088732574123,8.987700977485115
20050601,0,201713,11,8.151183970856103,549,1,3,6,38.73137480798771,41.953618968386024,77,7,103.28240833022662,8.087347724625987
20050606,0,206735,11,8.18,600,1,3,6,38.51248137108793,41.61332528180354,83,8,102.49996620196328,8.708073362049406
20050608,0,206735,11,8.18,600,1,3,6,38.51248137108793,41.61332528180354,83,8,102.49996620196328,8.708073362049406
20050609,0,206735,11,8.18,600,1,3,6,38.51248137108793,41.61332528180354,83,8,102.49996620196328,8.708073362049406
20050610,0,206735,11,8.18,600,1,3,6,38.51248137108793,41.61332528180354,83,8,102.49996620196328,8.708073362049406
20050614,0,207606,11,8.183144246353322,617,1,3,6,38.674739195231,41.78864734299517,84,8,102.67776807076939,8.846126892676827
20050618,0,207211,11,8.774193548387096,744,1,3,6,35.775379834254146,38.42933976261128,107,7,99.78420699968756,10.606924091474744
20050620,0,207211,11,8.774193548387096,744,1,3,6,35.775379834254146,38.42933976261128,107,7,99.78420699968756,10.606924091474744
20050621,0,207211,11,8.774193548387096,744,1,3,6,35.775379834254146,38.42933976261128,107,7,99.78420699968756,10.606924091474744
20050624,0,206796,11,8.734143049932523,741,1,3,6,35.703729281767956,38.352373887240354,106,7,99.7076474762649,10.539607563144624
20050628,0,212203,11,8.773426573426573,715,1,3,6,37.359683098591546,40.18996212121212,96,7,108.6014364260941,9.89433730271749
20050707,0,218991,11,8.351851851851851,648,1,3,6,38.23166899441341,41.101914414414416,84,7,102.26430464166931,8.89175075949964
20050708,0,218991,11,8.351851851851851,648,1,3,6,38.23166899441341,41.101914414414416,84,7,102.27720801881081,8.891777898686117
20050711,0,218991,11,8.351851851851851,648,1,3,6,38.23166899441341,41.101914414414416,84,7,102.27720801881081,8.891777898686117
20050712,0,218991,11,8.351851851851851,648,1,3,6,38.23166899441341,41.101914414414416,84,7,102.27720801881081,8.891777898686117
20050714,0,218991,11,8.351851851851851,648,1,3,6,38.23166899441341,41.101914414414416,84,7,102.27720801881081,8.891777898686117
20050715,0,218991,11,8.351851851851851,648,1,3,6,38.23166899441341,41.101914414414416,84,7,102.27720801881081,8.891777898686117
20050717,0,157732,11,8.719696969696969,660,1,3,6,28.046230440967282,30.193721286370597,86,11,125.67327573537368,9.320907527346588
20050719,0,157732,11,8.719696969696969,660,1,3,6,28.046230440967282,30.193721286370597,86,11,125.67327573537368,9.320907527346588
20050720,0,157732,11,8.719696969696969,660,1,3,6,28.046230440967282,30.193721286370597,86,11,125.67327573537368,9.320907527346588
20050721,0,157732,11,8.719696969696969,660,1,3,6,28.046230440967282,30.193721286370597,86,11,125.67327573537368,9.320907527346588
20050723,0,157732,11,8.719696969696969,660,1,3,6,28.046230440967282,30.193721286370597,86,11,125.67327573537368,9.320907527346588
20050725,0,157732,11,8.719696969696969,660,1,3,6,28.046230440967282,30.193721286370597,86,11,125.67327573537368,9.320907527346588
20050727,0,157732,11,8.719696969696969,660,1,3,6,28.046230440967282,30.193721286370597,86,11,125.67327573537368,9.320907527346588
20050728,0,157732,11,8.719696969696969,660,1,3,6,28.046230440967282,30.193721286370597,86,11,125.67327573537368,9.320907527346588
20050730,0,162261,11,8.29513343799058,637,1,3,6,28.851529160739688,31.060681470137826,91,7,98.43669525957141,9.177795745597692
20050803,0,181888,11,8.470365699873897,793,1,3,6,32.34139402560455,34.81776416539051,99,7,106.9974853883694,10.397944707050838
20050805,0,159371,11,8.443719412724306,613,1,3,6,28.997634643377,31.273744113029828,85,7,98.83564864033085,8.748170223767934
20050813,0,172903,11,8.425563909774436,665,1,3,6,30.569837340876944,32.89630898021309,86,7,102.90039129085484,9.078619047274506
20050818,0,172903,11,8.425563909774436,665,1,3,6,30.569837340876944,32.89630898021309,86,7,102.90039129085484,9.078619047274506
20050819,0,172903,11,8.425563909774436,665,1,3,6,30.569837340876944,32.89630898021309,86,7,102.89988405423516,9.078617910403961
20050823,0,183474,11,8.24071082390953,619,1,3,6,34.17921013412817,36.93115942028985,86,7,119.03783494857511,8.900026168950532
20050824,0,183474,11,8.24071082390953,619,1,3,6,34.17921013412817,36.93115942028985,86,7,119.03783494857511,8.900026168950532
20050826,0,183474,11,8.24071082390953,619,1,3,6,34.17921013412817,36.93115942028985,86,7,119.03783494857511,8.900026168950532
20050827,0,183474,11,8.24071082390953,619,1,3,6,34.17921013412817,36.93115942028985,86,7,119.03783494857511,8.900026168950532
20050828,0,183474,11,8.24071082390953,619,1,3,6,34.17921013412817,36.93115942028985,86,7,119.03783494857511,8.900026168950532
20050829,0,183474,11,8.24071082390953,619,1,3,6,34.17921013412817,36.93115942028985,86,7,119.03783494857511,8.900026168950532
20050830,0,183474,11,8.24071082390953,619,1,3,6,34.17921013412817,36.93115942028985,86,7,119.03783494857511,8.900026168950532
20050831,0,183474,11,8.24071082390953,619,1,3,6,34.17921013412817,36.93115942028985,86,7,119.03783494857511,8.900026168950532
20050903,0,212026,11,8.389458272327964,683,1,3,6,38.52216569767442,41.54114420062696,92,7,115.74223089687118,9.52982577205965
20050907,0,212026,11,8.389458272327964,683,1,3,6,38.52216569767442,41.54114420062696,92,7,115.74223089687118,9.52982577205965
20050908,0,178885,11,8.674019607843137,816,1,3,6,32.643248175182485,35.213582677165356,104,7,106.32190456930921,10.780999305044281
20050910,0,178885,11,8.674019607843137,816,1,3,6,32.643248175182485,35.213582677165356,104,7,106.32190456930921,10.780999305044281
20050912,0,178885,11,8.674019607843137,816,1,3,6,32.643248175182485,35.213582677165356,104,7,106.32190456930921,10.780999305044281
20050914,0,178885,11,8.674019607843137,816,1,3,6,32.643248175182485,35.213582677165356,104,7,106.32190456930921,10.780999305044281
20050915,0,178885,11,8.674019607843137,816,1,3,6,32.643248175182485,35.213582677165356,104,7,106.32190456930921,10.780999305044281
20050916,0,171591,11,8.509554140127388,628,1,3,6,31.13044267053701,33.56631455399061,77,15,102.27927075495471,8.866617149604895
20050918,0,169674,11,8.532231404958678,605,1,3,6,31.51448736998514,34.043739967897274,77,15,102.87465630329918,8.755173711102817
20050920,0,169674,11,8.532231404958678,605,1,3,6,31.51448736998514,34.043739967897274,77,15,102.87465630329918,8.755173711102817
20050921,0,169674,11,8.532231404958678,605,1,3,6,31.51448736998514,34.043739967897274,77,15,102.87465630329918,8.755173711102817
20050922,0,169674,11,8.532231404958678,605,1,3,6,31.51448736998514,34.043739967897274,77,15,102.87465630329918,8.755173711102817
20050923,0,193183,11,8.465491923641704,681,1,3,6,34.44775320970043,37.09350998463902,90,9,112.06972431956655,9.509971172922313
20050925,0,192821,11,8.466863033873343,679,1,3,6,34.38320256776034,37.02400153609831,90,9,112.01824887152364,9.499700497429615
20050928,0,209347,11,8.77076923076923,650,1,3,6,35.41052097428958,37.98022496371553,91,7,103.059604156875,9.288164997577585
20050930,0,202401,11,8.65210608424337,641,1,3,6,35.73463983050848,38.45003799392097,86,8,110.96964988524891,9.047948489292182
20051001,0,202401,11,8.65210608424337,641,1,3,6,35.73463983050848,38.45003799392097,86,8,110.96964988524891,9.047948489292182
20051003,0,203767,11,8.43362831858407,678,1,3,6,35.97581214689266,38.70953647416413,90,8,111.26150161065955,9.442717509266702
20051010,0,160308,11,8.148629148629148,693,1,3,6,29.863636363636363,32.268115942028984,90,9,105.33070426796023,9.557725920839484
20051015,0,160308,11,8.148629148629148,693,1,3,6,29.863636363636363,32.268115942028984,90,9,105.33070426796023,9.557725920839484
20051017,0,211762,11,8.169871794871796,624,1,3,6,39.0993353028065,42.21730462519936,84,7,107.49330620642472,8.814675815368737
20051020,0,214339,11,8.185243328100471,637,1,3,6,38.66143578643579,41.66776827371695,86,7,106.93619769881892,8.979281376712553
20051022,0,214150,11,8.31409168081494,589,1,3,6,39.89381520119225,43.10587761674718,82,8,115.9365640270405,8.606249053485882
20051025,0,214150,11,8.31409168081494,589,1,3,6,39.89381520119225,43.10587761674718,82,8,115.9365640270405,8.606249053485882
20051026,0,168475,11,8.582655826558266,738,1,3,6,31.385059612518628,33.91203703703704,95,9,103.56934811386229,10.068030871017896
20051028,0,168475,11,8.582655826558266,738,1,3,6,31.385059612518628,33.91203703703704,95,9,103.56934811386229,10.068030871017896
20051029,0,168475,11,8.582655826558266,738,1,3,6,31.385059612518628,33.91203703703704,95,9,103.56934811386229,10.068030871017896
20051031,0,168475,11,8.582655826558266,738,1,3,6,31.385059612518628,33.91203703703704,95,9,103.56934811386229,10.068030871017896
20051105,0,188501,11,9.151930261519302,803,1,3,6,32.77138386648122,35.220665171898354,105,9,104.78223423542968,10.867518134457752
20051109,0,188501,11,9.151930261519302,803,1,3,6,32.77138386648122,35.220665171898354,105,9,104.78223423542968,10.867518134457752
20051113,0,200679,11,8.152519893899203,754,1,3,6,37.38431445603577,40.39432367149758,96,8,105.79818852886122,10.133999530360162
20051120,0,177662,11,8.959016393442623,732,1,3,6,30.9731520223152,33.294977511244376,96,8,110.12762692225913,9.999791846164525
20051124,0,177662,11,8.959016393442623,732,1,3,6,30.9731520223152,33.294977511244376,96,8,110.12762692225913,9.999791846164525
20051125,0,177662,11,8.959016393442623,732,1,3,6,30.9731520223152,33.294977511244376,96,8,110.12762692225913,9.999791846164525
20051127,0,184012,11,8.705059203444565,929,1,3,6,30.874496644295302,33.09568345323741,127,10,112.2037694175316,12.706591954475316
20051130,0,184569,11,8.922497308934338,929,1,3,6,30.967953020134228,33.19586330935252,127,10,112.19054955406168,12.706559475533282
20051201,0,184569,11,8.922497308934338,929,1,3,6,30.967953020134228,33.19586330935252,127,10,112.19054955406168,12.706559475533282
20051202,0,190154,11,8.505231689088191,669,1,3,6,34.49818577648767,37.19757433489828,91,8,101.51606212090576,9.437765001086934
20051205,0,193028,11,8.519368723098996,697,1,3,6,33.41897506925208,35.90550595238095,95,8,100.16220703984088,9.776623695278204
20051209,0,232835,11,8.526970954356846,723,1,3,6,38.8576435246996,41.63716022889842,101,8,111.72434502565733,10.25372372184142
20051210,0,232835,11,8.526970954356846,723,1,3,6,38.8576435246996,41.63716022889842,101,8,111.72434502565733,10.25372372184142
20051212,0,232835,11,8.526970954356846,723,1,3,6,38.8576435246996,41.63716022889842,101,8,111.72434502565733,10.25372372184142
20051213,0,232835,11,8.526970954356846,723,1,3,6,38.8576435246996,41.63716022889842,101,8,111.72434502565733,10.25372372184142
20051214,0,232835,11,8.526970954356846,723,1,3,6,38.8576435246996,41.63716022889842,101,8,111.72434502565733,10.25372372184142
20051216,0,216398,11,8.69576059850374,802,1,3,6,35.9226427622842,38.4775960170697,114,11,104.25757826566283,11.448437463762584
20051220,0,214737,11,8.68939393939394,792,1,3,6,35.64691235059761,38.182254623044095,112,11,103.96430898679978,11.29308527246974
20051222,0,214737,11,8.68939393939394,792,1,3,6,35.64691235059761,38.182254623044095,112,11,103.96430898679978,11.29308527246974
20051223,0,214737,11,8.68939393939394,792,1,3,6,35.64691235059761,38.182254623044095,112,11,103.96430898679978,11.29308527246974
20051224,0,214737,11,8.68939393939394,792,1,3,6,35.64691235059761,38.182254623044095,112,11,103.96430898679978,11.29308527246974
20051226,0,214737,11,8.68939393939394,792,1,3,6,35.64691235059761,38.182254623044095,112,11,103.96430898679978,11.29308527246974
20051230,0,214737,11,8.68939393939394,792,1,3,6,35.64691235059761,38.182254623044095,112,11,103.96430898679978,11.29308527246974
20060101,0,214737,11,8.68939393939394,792,1,3,6,35.64691235059761,38.182254623044095,112,11,103.96430898679978,11.29308527246974
20060104,0,201074,11,8.774045801526718,655,1,3,6,37.45789865871833,40.47383252818035,93,7,107.5555351737454,9.430074805437156
20060109,0,201074,11,8.774045801526718,655,1,3,6,37.45789865871833,40.47383252818035,93,7,107.5555351737454,9.430074805437156
20060110,0,201074,11,8.774045801526718,655,1,3,6,37.45789865871833,40.47383252818035,93,7,107.5555351737454,9.430074805437156
20060111,0,201074,11,8.774045801526718,655,1,3,6,37.45789865871833,40.47383252818035,93,7,107.5555351737454,9.430074805437156
20060112,0,201074,11,8.774045801526718,655,1,3,6,37.45789865871833,40.47383252818035,93,7,107.5555351737454,9.430074805437156
20060113,0,36228,9,6.90625,288,1,4,9,7.351461038961039,7.375407166123779,49,3,79.73113172401617,4.915713096277339
20060114,0,201074,11,8.774045801526718,655,1,3,6,37.45789865871833,40.47383252818035,93,7,107.5555351737454,9.430074805437156
20060116,0,201074,11,8.774045801526718,655,1,3,6,37.45789865871833,40.47383252818035,93,7,107.5555351737454,9.430074805437156
20060122,0,205276,11,8.553158705701078,649,1,3,6,35.58876560332871,38.24068554396423,85,6,111.34459551566695,8.923478224517881
20060129,0,205276,11,8.553158705701078,649,1,3,6,35.58876560332871,38.24068554396423,85,6,111.34459551566695,8.923478224517881
20060201,0,203318,11,9.056971514242878,667,1,3,6,36.049290780141845,38.80114503816794,93,6,109.58327061837505,9.425690539597651
20060202,0,203318,11,9.056971514242878,667,1,3,6,36.049290780141845,38.80114503816794,93,6,109.58327061837505,9.425690539597651
20060204,0,203318,11,9.056971514242878,667,1,3,6,36.049290780141845,38.80114503816794,93,6,109.7412315160473,9.430855947452597
20060207,0,203318,11,9.056971514242878,667,1,3,6,36.049290780141845,38.80114503816794,93,6,109.7412315160473,9.430855947452597
20060208,0,207143,11,9.338208409506398,547,1,3,6,35.86270775623269,38.53106398809524,69,10,114.08538168934209,7.817743515428596
20060211,0,211035,11,9.097674418604651,645,1,3,6,34.03790322580645,36.38534482758621,77,6,112.00043759527004,8.485742192541895
20060217,0,202926,11,9.085365853658537,656,1,3,6,34.3244248985115,36.81531204644412,82,7,112.2616987497209,8.85168302559652
20060220,0,202926,11,9.085365853658537,656,1,3,6,34.3244248985115,36.81531204644412,82,7,112.2616987497209,8.85168302559652
20060221,0,202926,11,9.085365853658537,656,1,3,6,34.3244248985115,36.81531204644412,82,7,112.2616987497209,8.85168302559652
20060301,0,194332,11,8.528985507246377,690,1,3,6,36.20193740685544,39.11674718196457,91,6,108.93051943404703,9.453563955976096
20060312,0,194332,11,8.528985507246377,690,1,3,6,36.20193740685544,39.11674718196457,91,6,108.93051943404703,9.453563955976096
20060325,0,206726,11,9.640483383685801,662,1,3,6,34.408455392809586,36.86269614835949,77,10,115.12012434938104,8.79211279509568
20060405,0,190766,11,9.058922558922559,594,1,3,7,35.5376304023845,38.398953301127214,87,6,109.57407048623315,8.761121832382608
20060407,0,190766,11,9.058922558922559,594,1,3,7,35.5376304023845,38.398953301127214,87,6,109.57407048623315,8.761121832382608
20060408,0,190766,11,9.058922558922559,594,1,3,7,35.5376304023845,38.398953301127214,87,6,109.57407048623315,8.761121832382608
20060409,0,190766,11,9.058922558922559,594,1,3,7,35.5376304023845,38.398953301127214,87,6,109.57407048623315,8.761121832382608
20060411,0,188076,11,9.024311183144246,617,1,3,6,33.20550847457627,35.72872340425532,81,10,116.28398565387127,8.798532915599177
20060414,0,195961,11,8.475285171102662,526,1,3,7,36.50540238450075,39.44464573268921,73,6,114.52082138930346,7.6989818939370815
20060417,0,195961,11,8.475285171102662,526,1,3,7,36.50540238450075,39.44464573268921,73,6,114.52082138930346,7.6989818939370815
20060420,0,195961,11,8.475285171102662,526,1,3,7,36.50540238450075,39.44464573268921,73,6,114.52082138930346,7.6989818939370815
20060421,0,195961,11,8.475285171102662,526,1,3,7,36.50540238450075,39.44464573268921,73,6,114.52082138930346,7.6989818939370815
20060422,0,174030,11,9.13075780089153,673,1,3,6,31.94383259911894,34.47503961965135,92,7,102.29547127528149,9.448770228877162
20060423,0,174030,11,9.13075780089153,673,1,3,6,31.94383259911894,34.47503961965135,92,7,102.29547127528149,9.448770228877162
20060424,0,174030,11,9.13075780089153,673,1,3,6,31.94383259911894,34.47503961965135,92,7,102.29547127528149,9.448770228877162
20060426,0,36807,9,6.914675767918089,293,1,4,9,7.468952922077922,7.493281758957655,49,3,79.83035699507617,4.941349689421487
20060427,0,163201,11,9.001494768310911,669,1,3,7,30.402570789865873,32.850442834138484,86,11,102.95142103802053,9.344608191157366
20060428,0,142527,11,8.718849840255592,626,1,3,6,26.199816176470588,28.279166666666665,80,7,124.68941175199342,8.616101997529725
20060429,0,142527,11,8.718849840255592,626,1,3,6,26.199816176470588,28.279166666666665,80,7,124.68941175199342,8.616101997529725
20060502,0,142527,11,8.718849840255592,626,1,3,6,26.199816176470588,28.279166666666665,80,7,124.68941175199342,8.616101997529725
20060511,0,211691,11,8.387254901960784,612,1,3,6,38.686220760233915,41.73718454258675,83,8,118.70178772230143,8.767747454135147
20060525,0,203135,11,8.473134328358208,670,1,3,6,35.4635125698324,38.12593843843844,90,7,105.6934481903654,9.342562940663758
20060606,0,220672,11,8.778082191780822,730,1,3,6,36.48677248677249,39.07082152974504,91,7,106.62045177507387,9.699509843187819
20060612,0,170075,11,8.453145057766367,779,1,3,6,28.232901726427624,30.24093172119488,108,6,117.10085047926052,10.760099447778494
20060615,0,170075,11,8.453145057766367,779,1,3,6,28.232901726427624,30.24093172119488,108,6,117.10085047926052,10.760099447778494
20060623,0,202767,11,8.5459940652819,674,1,3,6,35.44877622377622,38.114097744360905,91,7,109.62365321014073,9.42623388240124
20060701,0,202767,11,8.5459940652819,674,1,3,6,35.44877622377622,38.114097744360905,91,7,109.62365321014073,9.42623388240124
20060703,0,202767,11,8.5459940652819,674,1,3,6,35.44877622377622,38.114097744360905,91,7,109.62365321014073,9.42623388240124
20060704,0,202767,11,8.5459940652819,674,1,3,6,35.44877622377622,38.114097744360905,91,7,109.62365321014073,9.42623388240124
20060712,0,202867,11,8.294320137693632,581,1,3,6,36.27807582260372,39.0729969183359,82,6,108.83864492624174,8.435726881880981
20060718,0,202867,11,8.294320137693632,581,1,3,6,36.27807582260372,39.0729969183359,82,6,108.83864492624174,8.435726881880981
20060719,0,208045,11,8.453172205438067,662,1,3,6,37.204041487839774,40.07030046224961,91,6,113.21614309897956,9.313190951143923
20060720,0,208045,11,8.453172205438067,662,1,3,6,37.204041487839774,40.07030046224961,91,6,113.21614309897956,9.313190951143923
20060725,0,200880,11,8.381172839506172,648,1,3,6,36.76427525622255,39.66824644549763,89,6,110.28291396397468,9.138607980573779
20060810,0,170280,11,8.781538461538462,650,1,3,6,31.721311475409838,34.27536231884058,78,9,123.93139858698302,8.747192419265641
20060822,0,170280,11,8.781538461538462,650,1,3,6,31.721311475409838,34.27536231884058,78,9,123.93139858698302,8.747192419265641
20060826,0,190443,11,8.83732057416268,627,1,3,6,32.47663710777626,34.85413616398243,74,6,115.31293766859856,8.242200700482119
20060831,0,195190,11,8.274881516587678,633,1,3,6,36.092825443786985,38.97563897763578,78,8,114.9432768150866,8.611825556336528
20060901,0,195190,11,8.274881516587678,633,1,3,6,36.092825443786985,38.97563897763578,78,8,114.9432768150866,8.611825556336528
20060905,0,205328,11,7.966850828729282,724,1,3,6,35.647222222222226,38.30746268656716,84,7,109.90177568311623,9.310129310735322
20060922,0,196145,11,8.177215189873417,790,1,3,6,29.575542822677924,31.473844672657254,101,7,113.46279016551556,10.499682663710018
20061007,0,196145,11,8.177215189873417,790,1,3,6,29.575542822677924,31.473844672657254,101,7,113.46279016551556,10.499682663710018
20061014,0,196145,11,8.177215189873417,790,1,3,6,29.575542822677924,31.473844672657254,101,7,113.46279016551556,10.499682663710018
20061024,0,194550,11,8.34850863422292,637,1,3,6,36.242548435171386,39.160628019323674,83,6,109.6013465083876,8.76794478110267
20061104,0,172346,11,8.46705710102489,683,1,3,6,31.68125,34.19563492063492,82,10,120.96724196223053,9.179982554366958
20061112,0,154094,11,9.063225806451612,775,1,3,6,27.794733044733043,29.95606531881804,97,5,100.97772093915651,10.070083605187108
20061125,0,188215,11,8.36328125,512,1,3,7,35.06240685543964,37.885466988727856,68,6,98.56824090614688,7.322826117721248
20061205,0,188215,11,8.36328125,512,1,3,7,35.06240685543964,37.885466988727856,68,6,98.56824090614688,7.322826117721248
20061208,0,171630,11,8.642066420664207,542,1,3,7,33.57394366197183,36.42402376910017,71,6,103.63926141302176,7.6563889671181995
20061212,0,192948,11,8.51923076923077,520,1,3,6,37.744131455399064,40.94821731748727,73,6,111.63005375909891,7.680111543858252
20061217,0,194068,11,8.263461538461538,520,1,3,6,37.96322378716745,41.18590831918506,72,7,112.46528034735155,7.685687692316037
20061223,0,194068,11,8.263461538461538,520,1,3,6,37.96322378716745,41.18590831918506,72,7,112.46528034735155,7.685687692316037
20061229,0,194068,11,8.263461538461538,520,1,3,6,37.96322378716745,41.18590831918506,72,7,112.46528034735155,7.685687692316037
20070101,0,194068,11,8.263461538461538,520,1,3,6,37.96322378716745,41.18590831918506,72,7,112.46528034735155,7.685687692316037
20070104,0,152279,11,8.238970588235293,544,1,3,6,29.788536776212833,32.31727504244482,72,6,103.89717015224745,7.728967371524854
20070109,0,179378,11,8.729044834307992,513,1,3,6,35.089593114241005,38.06833616298812,72,7,117.75676332198393,7.640007186591854
20070127,0,182827,11,8.326254826254827,518,1,3,7,35.76428012519562,38.80029711375212,70,6,115.24125569283406,7.504152677572098
20070130,0,179962,11,8.556737588652481,564,1,3,6,35.20383411580595,38.19227504244482,72,7,125.5669632821502,7.898390119753328
